STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,link
813,MGR,Công ty cổ phần Tập đoàn MGROUP,Phát triển bất động sản,UPCoM,20000000,https://finance.vietstock.vn/MGR-cong-ty-co-phan-tap-doan-mgroup.htm
814,MH3,CTCP Khu Công nghiệp Cao su Bình Long,Bất động sản,UPCoM,12000000,https://finance.vietstock.vn/MH3-ctcp-khu-cong-nghiep-cao-su-binh-long.htm
815,MHC,CTCP MHC,Vận tải đường thủy,HOSE,41406964,https://finance.vietstock.vn/MHC-ctcp-mhc.htm
816,MHL,CTCP Minh Hữu Liên,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,HNX,5430923,https://finance.vietstock.vn/MHL-ctcp-minh-huu-lien.htm
817,MIC,CTCP Kỹ nghệ Khoáng sản Quảng Nam,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,5544946,https://finance.vietstock.vn/MIC-ctcp-ky-nghe-khoang-san-quang-nam.htm
818,MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,"Sản xuất thiết bị, máy móc",UPCoM,141991500,https://finance.vietstock.vn/MIE-tong-cong-ty-may-va-thiet-bi-cong-nghiep-ctcp.htm
819,MIG,Tổng Công ty cổ phần Bảo hiểm Quân Đội,Bảo hiểm và các hoạt động liên quan,HOSE,143000000,https://finance.vietstock.vn/MIG-tong-cong-ty-co-phan-bao-hiem-quan-doi.htm
820,MIM,CTCP Khoáng sản và Cơ khí,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,3409860,https://finance.vietstock.vn/MIM-ctcp-khoang-san-va-co-khi.htm
821,MKP,CTCP Hoá - Dược phẩm Mekophar,"Sản xuất hóa chất, dược phẩm",UPCoM,25545867,https://finance.vietstock.vn/MKP-ctcp-hoa-duoc-pham-mekophar.htm
822,MKV,CTCP Dược thú Y Cai Lậy,"Sản xuất hóa chất, dược phẩm",HNX,5000038,https://finance.vietstock.vn/MKV-ctcp-duoc-thu-y-cai-lay.htm
823,MLC,CTCP Môi trường Đô thị Tỉnh Lào Cai,Dịch vụ quản lý và tái chế chất thải,UPCoM,4171175,https://finance.vietstock.vn/MLC-ctcp-moi-truong-do-thi-tinh-lao-cai.htm
824,MLS,CTCP Chăn nuôi - Mitraco,Chăn nuôi,UPCoM,4000000,https://finance.vietstock.vn/MLS-ctcp-chan-nuoi-mitraco.htm
825,MML,CTCP Masan MeatLife,Sản xuất thực phẩm,UPCoM,326714847,https://finance.vietstock.vn/MML-ctcp-masan-meatlife.htm
826,MNB,Tổng Công ty May Nhà Bè - CTCP,Sản xuất các sản phẩm may mặc,UPCoM,18200000,https://finance.vietstock.vn/MNB-tong-cong-ty-may-nha-be-ctcp.htm
827,MND,CTCP Môi trường Nam Định,Dịch vụ quản lý và tái chế chất thải,UPCoM,2194475,https://finance.vietstock.vn/MND-ctcp-moi-truong-nam-dinh.htm
828,MPC,CTCP Tập đoàn Thủy sản Minh Phú,Sản xuất thực phẩm,UPCoM,200000000,https://finance.vietstock.vn/MPC-ctcp-tap-doan-thuy-san-minh-phu.htm
829,MPT,CTCP Tập đoàn MPT,Sản xuất các sản phẩm may mặc,UPCoM,17107164,https://finance.vietstock.vn/MPT-ctcp-tap-doan-mpt.htm
830,MPY,CTCP Môi trường Đô thị Phú Yên,Dịch vụ quản lý và tái chế chất thải,UPCoM,6143000,https://finance.vietstock.vn/MPY-ctcp-moi-truong-do-thi-phu-yen.htm
831,MQB,CTCP Môi trường và Phát triển Đô thị Quảng Bình,Dịch vụ quản lý và tái chế chất thải,UPCoM,3675675,https://finance.vietstock.vn/MQB-ctcp-moi-truong-va-phat-trien-do-thi-quang-binh.htm
832,MQN,CTCP Môi trường đô thị Quảng Ngãi,Dịch vụ quản lý và tái chế chất thải,UPCoM,4709886,https://finance.vietstock.vn/MQN-ctcp-moi-truong-do-thi-quang-ngai.htm
833,MRF,CTCP Merufa,Sản xuất các sản phẩm nhựa và cao su,UPCoM,3675404,https://finance.vietstock.vn/MRF-ctcp-merufa.htm
834,MSB,Ngân hàng TMCP Hàng hải Việt Nam,Trung gian tín dụng và các hoạt động liên quan,HOSE,1527500000,https://finance.vietstock.vn/MSB-ngan-hang-tmcp-hang-hai-viet-nam.htm
835,MSH,CTCP May Sông Hồng,Sản xuất các sản phẩm may mặc,HOSE,50009400,https://finance.vietstock.vn/MSH-ctcp-may-song-hong.htm
836,MSN,CTCP Tập đoàn Masan,Sản xuất thực phẩm,HOSE,1416641576,https://finance.vietstock.vn/MSN-ctcp-tap-doan-masan.htm
837,MSR,CTCP Masan High-Tech Materials,Các hoạt động hỗ trợ Khai khoáng,UPCoM,1099155420,https://finance.vietstock.vn/MSR-ctcp-masan-high-tech-materials.htm
838,MST,CTCP Đầu tư MST,Xây dựng công nghiệp nặng và dân dụng,HNX,68140691,https://finance.vietstock.vn/MST-ctcp-dau-tu-mst.htm
839,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,110113591,https://finance.vietstock.vn/MTA-tong-cong-ty-khoang-san-va-thuong-mai-ha-tinh-ctcp.htm
840,MTB,CTCP Môi trường và Công trình Đô thị Tỉnh Thái Bình,Dịch vụ quản lý và tái chế chất thải,UPCoM,6278259,https://finance.vietstock.vn/MTB-ctcp-moi-truong-va-cong-trinh-do-thi-tinh-thai-binh.htm
841,MTC,CTCP Dịch vụ Du lịch Mỹ Trà,Dịch vụ ăn uống,UPCoM,5200000,https://finance.vietstock.vn/MTC-ctcp-dich-vu-du-lich-my-tra.htm
842,MTG,CTCP MT Gas,Phân phối khí đốt thiên nhiên,UPCoM,6300000,https://finance.vietstock.vn/MTG-ctcp-mt-gas.htm
843,MTH,CTCP Môi trường Đô thị Hà Đông,Dịch vụ quản lý và tái chế chất thải,UPCoM,4787910,https://finance.vietstock.vn/MTH-ctcp-moi-truong-do-thi-ha-dong.htm
844,MTL,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,"Nước, chất thải và các hệ thống khác",UPCoM,6000000,https://finance.vietstock.vn/MTL-ctcp-dich-vu-moi-truong-do-thi-tu-liem.htm
845,MTP,CTCP Dược Medipharco,"Sản xuất hóa chất, dược phẩm",UPCoM,6598367,https://finance.vietstock.vn/MTP-ctcp-duoc-medipharco.htm
846,MTS,CTCP Vật tư - TKV,Bán buôn hàng lâu bền,UPCoM,15000000,https://finance.vietstock.vn/MTS-ctcp-vat-tu-tkv.htm
847,MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Dịch vụ quản lý và tái chế chất thải,UPCoM,5400000,https://finance.vietstock.vn/MTV-ctcp-dich-vu-moi-truong-va-cong-trinh-do-thi-vung-tau.htm
848,MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,105000000,https://finance.vietstock.vn/MVB-tong-cong-ty-cong-nghiep-mo-viet-bac-tkv-ctcp.htm
849,MVC,CTCP Vật liệu và Xây dựng Bình Dương,Bán buôn hàng lâu bền,UPCoM,100000000,https://finance.vietstock.vn/MVC-ctcp-vat-lieu-va-xay-dung-binh-duong.htm
850,MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Hỗ trợ vận tải,UPCoM,6374700,https://finance.vietstock.vn/MVN-tong-cong-ty-hang-hai-viet-nam-ctcp.htm
851,MWG,CTCP Đầu tư Thế giới Di động,Cửa hàng thiết bị điện tử gia đình,HOSE,732256465,https://finance.vietstock.vn/MWG-ctcp-dau-tu-the-gioi-di-dong.htm
852,NAB,Ngân hàng TMCP Nam Á,Trung gian tín dụng và các hoạt động liên quan,UPCoM,513440504,https://finance.vietstock.vn/NAB-ngan-hang-tmcp-nam-a.htm
853,NAC,CTCP Tư vấn Xây dựng Tổng hợp,Dịch vụ thiết kế chuyên biệt,UPCoM,2835000,https://finance.vietstock.vn/NAC-ctcp-tu-van-xay-dung-tong-hop.htm
854,NAF,CTCP Nafoods Group,Sản xuất thực phẩm,HOSE,50564152,https://finance.vietstock.vn/NAF-ctcp-nafoods-group.htm
855,NAG,CTCP Tập đoàn Nagakawa,"Sản xuất thiết bị, máy móc",HNX,16682624,https://finance.vietstock.vn/NAG-ctcp-tap-doan-nagakawa.htm
856,NAP,CTCP Cảng Nghệ Tĩnh,Hỗ trợ vận tải,HNX,21517200,https://finance.vietstock.vn/NAP-ctcp-cang-nghe-tinh.htm
857,NAS,CTCP Dịch vụ Hàng không Sân bay Nội Bài,Hỗ trợ vận tải,UPCoM,8315764,https://finance.vietstock.vn/NAS-ctcp-dich-vu-hang-khong-san-bay-noi-bai.htm
858,NAU,CTCP Môi trường Đô thị Nghệ An,Dịch vụ quản lý và tái chế chất thải,UPCoM,3669999,https://finance.vietstock.vn/NAU-ctcp-moi-truong-do-thi-nghe-an.htm
859,NAV,CTCP Nam Việt,"Kinh doanh vật liệu xây dựng, trang thiết bị làm vườn",HOSE,8000000,https://finance.vietstock.vn/NAV-ctcp-nam-viet.htm
860,NAW,CTCP Cấp nước Nghệ An,"Nước, chất thải và các hệ thống khác",UPCoM,37385983,https://finance.vietstock.vn/NAW-ctcp-cap-nuoc-nghe-an.htm
861,NBB,CTCP Đầu tư Năm Bảy Bảy,Phát triển bất động sản,HOSE,100475656,https://finance.vietstock.vn/NBB-ctcp-dau-tu-nam-bay-bay.htm
862,NBC,CTCP Than Núi Béo - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,36999124,https://finance.vietstock.vn/NBC-ctcp-than-nui-beo-vinacomin.htm
863,NBE,CTCP Sách và Thiết bị Giáo dục Miền Bắc,Công nghiệp xuất bản - Ngoại trừ internet,UPCoM,5000000,https://finance.vietstock.vn/NBE-ctcp-sach-va-thiet-bi-giao-duc-mien-bac.htm
864,NBP,CTCP Nhiệt điện Ninh Bình,"Phát, truyền tải và phân phối điện năng",HNX,12865500,https://finance.vietstock.vn/NBP-ctcp-nhiet-dien-ninh-binh.htm
865,NBT,CTCP Cấp thoát nước Bến Tre,"Nước, chất thải và các hệ thống khác",UPCoM,29400000,https://finance.vietstock.vn/NBT-ctcp-cap-thoat-nuoc-ben-tre.htm
866,NBW,CTCP Cấp nước Nhà Bè,"Nước, chất thải và các hệ thống khác",HNX,10900000,https://finance.vietstock.vn/NBW-ctcp-cap-nuoc-nha-be.htm
867,NCS,CTCP Suất ăn Hàng không Nội Bài,Hỗ trợ vận tải,UPCoM,17949098,https://finance.vietstock.vn/NCS-ctcp-suat-an-hang-khong-noi-bai.htm
868,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,Hỗ trợ vận tải,HOSE,26166940,https://finance.vietstock.vn/NCT-ctcp-dich-vu-hang-hoa-noi-bai.htm
869,ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,"Xây dựng nhà cửa, cao ốc",UPCoM,49993960,https://finance.vietstock.vn/ND2-ctcp-dau-tu-va-phat-trien-dien-mien-bac-2.htm
870,NDC,CTCP Nam Dược,"Sản xuất hóa chất, dược phẩm",UPCoM,5964000,https://finance.vietstock.vn/NDC-ctcp-nam-duoc.htm
871,NDF,CTCP Chế biến Thực phẩm Nông sản xuất khẩu Nam Định,Sản xuất thực phẩm,UPCoM,7853800,https://finance.vietstock.vn/NDF-ctcp-che-bien-thuc-pham-nong-san-xuat-khau-nam-dinh.htm
872,NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,Phát triển bất động sản,HNX,71657936,https://finance.vietstock.vn/NDN-ctcp-dau-tu-phat-trien-nha-da-nang.htm
873,NDP,CTCP Dược phẩm 2/9,"Sản xuất hóa chất, dược phẩm",UPCoM,11100000,https://finance.vietstock.vn/NDP-ctcp-duoc-pham-2-9.htm
874,NDT,Tổng Công ty cổ phần Dệt May Nam Định,Sản xuất các sản phẩm dệt,UPCoM,13600000,https://finance.vietstock.vn/NDT-tong-cong-ty-co-phan-det-may-nam-dinh.htm
875,NDW,CTCP Cấp nước Nam Định,"Nước, chất thải và các hệ thống khác",UPCoM,34311748,https://finance.vietstock.vn/NDW-ctcp-cap-nuoc-nam-dinh.htm
876,NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,"Xây dựng nhà cửa, cao ốc",HNX,9987557,https://finance.vietstock.vn/NDX-ctcp-xay-lap-phat-trien-nha-da-nang.htm
877,NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,"Phát, truyền tải và phân phối điện năng",UPCoM,40500000,https://finance.vietstock.vn/NED-ctcp-dau-tu-va-phat-trien-dien-tay-bac.htm
878,NET,CTCP Bột giặt NET,"Sản xuất hóa chất, dược phẩm",HNX,22398374,https://finance.vietstock.vn/NET-ctcp-bot-giat-net.htm
879,NFC,CTCP Phân lân Ninh Bình,"Sản xuất hóa chất, dược phẩm",HNX,15731260,https://finance.vietstock.vn/NFC-ctcp-phan-lan-ninh-binh.htm
880,NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,Sản xuất thực phẩm,UPCoM,2299854,https://finance.vietstock.vn/NGC-ctcp-che-bien-thuy-san-xuat-khau-ngo-quyen.htm
881,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Phát triển bất động sản,HOSE,42174520,https://finance.vietstock.vn/NHA-tong-cong-ty-dau-tu-phat-trien-nha-va-do-thi-nam-ha-noi.htm
882,NHC,CTCP Gạch ngói Nhị Hiệp,Sản xuất sản phẩm khoáng chất phi kim,HNX,3041542,https://finance.vietstock.vn/NHC-ctcp-gach-ngoi-nhi-hiep.htm
883,NHH,CTCP Nhựa Hà Nội,"Sản xuất thiết bị, máy móc",HOSE,36440000,https://finance.vietstock.vn/NHH-ctcp-nhua-ha-noi.htm
884,NHP,CTCP Sản xuất Xuất nhập khẩu NHP,Sản xuất các sản phẩm nhựa và cao su,UPCoM,27576490,https://finance.vietstock.vn/NHP-ctcp-san-xuat-xuat-nhap-khau-nhp.htm
885,NHT,CTCP Sản xuất và Thương mại Nam Hoa,Sản xuất các sản phẩm gỗ,HOSE,18488896,https://finance.vietstock.vn/NHT-ctcp-san-xuat-va-thuong-mai-nam-hoa.htm
886,NHV,CTCP Sức Khỏe Hồi Sinh Việt Nam,Bán buôn hàng tiêu dùng,UPCoM,3223600,https://finance.vietstock.vn/NHV-ctcp-suc-khoe-hoi-sinh-viet-nam.htm
887,NJC,CTCP May Nam Định,Sản xuất các sản phẩm may mặc,UPCoM,3000000,https://finance.vietstock.vn/NJC-ctcp-may-nam-dinh.htm
888,NKG,CTCP Thép Nam Kim,Sản xuất các sản phẩm kim loại cơ bản,HOSE,219398568,https://finance.vietstock.vn/NKG-ctcp-thep-nam-kim.htm
889,NLG,CTCP Đầu tư Nam Long,Phát triển bất động sản,HOSE,382940013,https://finance.vietstock.vn/NLG-ctcp-dau-tu-nam-long.htm
890,NLS,CTCP Cấp thoát nước Lạng Sơn,"Nước, chất thải và các hệ thống khác",UPCoM,5009800,https://finance.vietstock.vn/NLS-ctcp-cap-thoat-nuoc-lang-son.htm
891,NNC,CTCP Đá Núi Nhỏ,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HOSE,21920000,https://finance.vietstock.vn/NNC-ctcp-da-nui-nho.htm
892,NNG,CTCP Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,Sản xuất các sản phẩm nhựa và cao su,UPCoM,81570988,https://finance.vietstock.vn/NNG-ctcp-cong-nghiep-dich-vu-thuong-mai-ngoc-nghia.htm
893,NNT,CTCP Cấp nước Ninh Thuận,"Nước, chất thải và các hệ thống khác",UPCoM,9490841,https://finance.vietstock.vn/NNT-ctcp-cap-nuoc-ninh-thuan.htm
894,NOS,CTCP Vận tải biển và Thương mại Phương Đông,Vận tải đường thủy,UPCoM,20056000,https://finance.vietstock.vn/NOS-ctcp-van-tai-bien-va-thuong-mai-phuong-dong.htm
895,NQB,CTCP Cấp nước Quảng Bình,"Nước, chất thải và các hệ thống khác",UPCoM,17230204,https://finance.vietstock.vn/NQB-ctcp-cap-nuoc-quang-binh.htm
896,NQN,CTCP Nước sạch Quảng Ninh,"Nước, chất thải và các hệ thống khác",UPCoM,50831593,https://finance.vietstock.vn/NQN-ctcp-nuoc-sach-quang-ninh.htm
897,NQT,CTCP Nước sạch Quảng Trị,"Nước, chất thải và các hệ thống khác",UPCoM,18233269,https://finance.vietstock.vn/NQT-ctcp-nuoc-sach-quang-tri.htm
898,NRC,CTCP Tập Đoàn Danh Khôi,Bất động sản,HNX,84188686,https://finance.vietstock.vn/NRC-ctcp-tap-doan-danh-khoi.htm
899,NS2,CTCP Nước sạch Số 2 Hà Nội,"Nước, chất thải và các hệ thống khác",UPCoM,56800000,https://finance.vietstock.vn/NS2-ctcp-nuoc-sach-so-2-ha-noi.htm
900,NS3,CTCP Sản xuất Kinh doanh Nước sạch Số 3 Hà Nội,"Nước, chất thải và các hệ thống khác",UPCoM,7919999,https://finance.vietstock.vn/NS3-ctcp-san-xuat-kinh-doanh-nuoc-sach-so-3-ha-noi.htm
901,NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,Trồng trọt,HOSE,17586988,https://finance.vietstock.vn/NSC-ctcp-tap-doan-giong-cay-trong-viet-nam.htm
902,NSG,CTCP Nhựa Sài Gòn,Sản xuất các sản phẩm nhựa và cao su,UPCoM,8639208,https://finance.vietstock.vn/NSG-ctcp-nhua-sai-gon.htm
903,NSH,CTCP Nhôm Sông Hồng,Sản xuất các sản phẩm kim loại cơ bản,HNX,20693437,https://finance.vietstock.vn/NSH-ctcp-nhom-song-hong.htm
904,NSL,CTCP Cấp nước Sơn La,"Nước, chất thải và các hệ thống khác",UPCoM,10000000,https://finance.vietstock.vn/NSL-ctcp-cap-nuoc-son-la.htm
905,NSS,CTCP Nông Súc Sản Đồng Nai,Chăn nuôi,UPCoM,10263942,https://finance.vietstock.vn/NSS-ctcp-nong-suc-san-dong-nai.htm
906,NST,CTCP Ngân Sơn,Sản xuất đồ uống và thuốc lá,HNX,11202003,https://finance.vietstock.vn/NST-ctcp-ngan-son.htm
907,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"Phát, truyền tải và phân phối điện năng",HOSE,287876029,https://finance.vietstock.vn/NT2-ctcp-dien-luc-dau-khi-nhon-trach-2.htm
908,NTB,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Xây dựng công nghiệp nặng và dân dụng,UPCoM,39779577,https://finance.vietstock.vn/NTB-ctcp-dau-tu-xay-dung-va-khai-thac-cong-trinh-giao-thong-584.htm
909,NTC,CTCP Khu Công nghiệp Nam Tân Uyên,Bất động sản,UPCoM,23999980,https://finance.vietstock.vn/NTC-ctcp-khu-cong-nghiep-nam-tan-uyen.htm
910,NTF,CTCP Dược - Vật tư Y tế Nghệ An,"Sản xuất hóa chất, dược phẩm",UPCoM,6000000,https://finance.vietstock.vn/NTF-ctcp-duoc-vat-tu-y-te-nghe-an.htm
911,NTH,CTCP Thủy điện Nước Trong,"Phát, truyền tải và phân phối điện năng",HNX,10802053,https://finance.vietstock.vn/NTH-ctcp-thuy-dien-nuoc-trong.htm
912,NTL,CTCP Phát triển Đô thị Từ Liêm,Phát triển bất động sản,HOSE,60989950,https://finance.vietstock.vn/NTL-ctcp-phat-trien-do-thi-tu-liem.htm
913,NTP,CTCP Nhựa Thiếu niên Tiền Phong,Sản xuất các sản phẩm nhựa và cao su,HNX,117796183,https://finance.vietstock.vn/NTP-ctcp-nhua-thieu-nien-tien-phong.htm
914,NTT,CTCP Dệt - May Nha Trang,"Sản xuất sợi, vải",UPCoM,18500000,https://finance.vietstock.vn/NTT-ctcp-det-may-nha-trang.htm
915,NTW,CTCP Cấp nước Nhơn Trạch,"Nước, chất thải và các hệ thống khác",UPCoM,10000000,https://finance.vietstock.vn/NTW-ctcp-cap-nuoc-nhon-trach.htm
916,NUE,CTCP Môi trường Đô thị Nha Trang,"Dịch vụ tư vấn quản lý, khoa học và kỹ thuật",UPCoM,6000000,https://finance.vietstock.vn/NUE-ctcp-moi-truong-do-thi-nha-trang.htm
917,NVB,Ngân hàng TMCP Quốc Dân,Trung gian tín dụng và các hoạt động liên quan,HNX,410155587,https://finance.vietstock.vn/NVB-ngan-hang-tmcp-quoc-dan.htm
918,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,Phát triển bất động sản,HOSE,1930421319,https://finance.vietstock.vn/NVL-ctcp-tap-doan-dau-tu-dia-oc-no-va.htm
919,NVP,CTCP Nước sạch Vĩnh Phúc,"Nước, chất thải và các hệ thống khác",UPCoM,10963000,https://finance.vietstock.vn/NVP-ctcp-nuoc-sach-vinh-phuc.htm
920,NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,Khách sạn và phòng ở,HOSE,90500000,https://finance.vietstock.vn/NVT-ctcp-bat-dong-san-du-lich-ninh-van-bay.htm
921,NWT,CTCP Vận tải Newway,Vận chuyển du lịch,UPCoM,8500000,https://finance.vietstock.vn/NWT-ctcp-van-tai-newway.htm
922,NXT,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,"Kinh doanh vật liệu xây dựng, trang thiết bị làm vườn",UPCoM,3300000,https://finance.vietstock.vn/NXT-ctcp-san-xuat-va-cung-ung-vat-lieu-xay-dung-kon-tum.htm
923,OCB,Ngân hàng TMCP Phương Đông,Trung gian tín dụng và các hoạt động liên quan,HOSE,1369882863,https://finance.vietstock.vn/OCB-ngan-hang-tmcp-phuong-dong.htm
924,OCH,CTCP One Capital Hospitality,Khách sạn và phòng ở,HNX,200000000,https://finance.vietstock.vn/OCH-ctcp-one-capital-hospitality.htm
925,ODE,CTCP Tập đoàn Truyền thông và Giải trí ODE,"Quảng cáo, quan hệ công chúng và dịch vụ liên quan",UPCoM,10000000,https://finance.vietstock.vn/ODE-ctcp-tap-doan-truyen-thong-va-giai-tri-ode.htm
926,OGC,CTCP Tập đoàn Đại Dương,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,300000000,https://finance.vietstock.vn/OGC-ctcp-tap-doan-dai-duong.htm
927,OIL,Tổng Công ty Dầu Việt Nam - CTCP,Bán buôn hàng tiêu dùng,UPCoM,201425936,https://finance.vietstock.vn/OIL-tong-cong-ty-dau-viet-nam-ctcp.htm
928,ONE,CTCP Truyền thông Số 1,Viễn thông,HNX,7960310,https://finance.vietstock.vn/ONE-ctcp-truyen-thong-so-1.htm
929,ONW,CTCP Dịch vụ Một Thế Giới,Thiết kế hệ thống máy tính và dịch vụ liên quan,UPCoM,2000000,https://finance.vietstock.vn/ONW-ctcp-dich-vu-mot-the-gioi.htm
930,OPC,CTCP Dược phẩm OPC,"Sản xuất hóa chất, dược phẩm",HOSE,26577280,https://finance.vietstock.vn/OPC-ctcp-duoc-pham-opc.htm
931,ORS,CTCP Chứng khoán Tiên Phong,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,200000000,https://finance.vietstock.vn/ORS-ctcp-chung-khoan-tien-phong.htm
932,PAC,CTCP Pin Ắc quy Miền Nam,"Sản xuất trang thiết bị, dụng cụ điện",HOSE,46471707,https://finance.vietstock.vn/PAC-ctcp-pin-ac-quy-mien-nam.htm
933,PAI,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,Các dịch vụ thông tin khác,UPCoM,4235290,https://finance.vietstock.vn/PAI-ctcp-cong-nghe-thong-tin-vien-thong-va-tu-dong-hoa-dau-khi.htm
934,PAN,CTCP Tập đoàn Pan,Sản xuất thực phẩm,HOSE,216358580,https://finance.vietstock.vn/PAN-ctcp-tap-doan-pan.htm
935,PAP,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,Hỗ trợ vận tải,UPCoM,150000000,https://finance.vietstock.vn/PAP-ctcp-dau-khi-dau-tu-khai-thac-cang-phuoc-an.htm
936,PAS,CTCP Quốc tế Phương Anh,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,28049968,https://finance.vietstock.vn/PAS-ctcp-quoc-te-phuong-anh.htm
